Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
180 5.304069e-16 8.826063e-16 1.674720e-16 4.022177e-16 1.472549e-17 1.843359e-16 1.420542e-17 1.363485e-17
181 5.191713e-16 8.676020e-16 1.639498e-16 3.945216e-16 1.441165e-17 1.807770e-16 1.390375e-17 1.334627e-17
182 5.082080e-16 8.529723e-16 1.605217e-16 3.870228e-16 1.410625e-17 1.773090e-16 1.361018e-17 1.306542e-17
183 4.974989e-16 8.387055e-16 1.571845e-16 3.797151e-16 1.380902e-17 1.739299e-16 1.332445e-17 1.279206e-17
184 4.870900e-16 8.247905e-16 1.539354e-16 3.725924e-16 1.351970e-17 1.706376e-16 1.304631e-17 1.252594e-17
185 4.770234e-16 8.112163e-16 1.507717e-16 3.656490e-16 1.323803e-17 1.674278e-16 1.277550e-17 1.226684e-17
186 4.671159e-16 7.979726e-16 1.476906e-16 3.588794e-16 1.296378e-17 1.642970e-16 1.251181e-17 1.201451e-17
187 4.575518e-16 7.850492e-16 1.446895e-16 3.522781e-16 1.269670e-17 1.612442e-16 1.225501e-17 1.176876e-17
188 4.482526e-16 7.724365e-16 1.417658e-16 3.458399e-16 1.243658e-17 1.582678e-16 1.200488e-17 1.152939e-17
189 4.390862e-16 7.601252e-16 1.389173e-16 3.395599e-16 1.218319e-17 1.553649e-16 1.176121e-17 1.129619e-17
190 4.302370e-16 7.481061e-16 1.361416e-16 3.334333e-16 1.193633e-17 1.525331e-16 1.152380e-17 1.106897e-17
191 4.216163e-16 7.363706e-16 1.334364e-16 3.274554e-16 1.169579e-17 1.497703e-16 1.129246e-17 1.084754e-17
192 4.132257e-16 7.249103e-16 1.307996e-16 3.216218e-16 1.146138e-17 1.470744e-16 1.106700e-17 1.063174e-17
193 4.049986e-16 7.137171e-16 1.282292e-16 3.159281e-16 1.123292e-17 1.444433e-16 1.084724e-17 1.042137e-17
194 3.970322e-16 7.027832e-16 1.257229e-16 3.103702e-16 1.101021e-17 1.418756e-16 1.063301e-17 1.021629e-17
195 3.892274e-16 6.921009e-16 1.232791e-16 3.049441e-16 1.079309e-17 1.393706e-16 1.042414e-17 1.001634e-17
196 3.816886e-16 6.816630e-16 1.208957e-16 2.996458e-16 1.058138e-17 1.369261e-16 1.022047e-17 9.821367e-18
197 3.742075e-16 6.714625e-16 1.185710e-16 2.944717e-16 1.037494e-17 1.345391e-16 1.002184e-17 9.631206e-18
198 3.670089e-16 6.614926e-16 1.163033e-16 2.894182e-16 1.017359e-17 1.322073e-16 9.828109e-18 9.445718e-18
199 3.599929e-16 6.517466e-16 1.140908e-16 2.844816e-16 9.977182e-18 1.299299e-16 9.639124e-18 9.264766e-18
200 3.530780e-16 6.422182e-16 1.119319e-16 2.796588e-16 9.785580e-18 1.277052e-16 9.454747e-18 9.088217e-18
201 3.463440e-16 6.329012e-16 1.098251e-16 2.749463e-16 9.598637e-18 1.255310e-16 9.274843e-18 8.915938e-18
202 3.397972e-16 6.237898e-16 1.077688e-16 2.703411e-16 9.416218e-18 1.234064e-16 9.099282e-18 8.747807e-18
203 3.333955e-16 6.148782e-16 1.057617e-16 2.658401e-16 9.238191e-18 1.213314e-16 8.927937e-18 8.583712e-18
204 3.271553e-16 6.061608e-16 1.038022e-16 2.614404e-16 9.064428e-18 1.193044e-16 8.760685e-18 8.423533e-18
205 3.210487e-16 5.976322e-16 1.018890e-16 2.571392e-16 8.894807e-18 1.173216e-16 8.597411e-18 8.267147e-18
206 3.150998e-16 5.892872e-16 1.000207e-16 2.529336e-16 8.729209e-18 1.153813e-16 8.437998e-18 8.114443e-18
207 3.092821e-16 5.811209e-16 9.819625e-17 2.488210e-16 8.567520e-18 1.134843e-16 8.282338e-18 7.965326e-18
208 3.035679e-16 5.731283e-16 9.641421e-17 2.447989e-16 8.409627e-18 1.116306e-16 8.130325e-18 7.819700e-18
209 2.980475e-16 5.653047e-16 9.467346e-17 2.408648e-16 8.255425e-18 1.098183e-16 7.981854e-18 7.677463e-18
210 2.925964e-16 5.576455e-16 9.297283e-17 2.370162e-16 8.104809e-18 1.080452e-16 7.836827e-18 7.538515e-18
211 2.873167e-16 5.501464e-16 9.131121e-17 2.332508e-16 7.957678e-18 1.063101e-16 7.695148e-18 7.402764e-18
