Ls TT TE TB EE EB EB_gmv TEB_gmv
185 5.861722e-16 9.123670e-16 9.750481e-16 3.926630e-16 2.004032e-17 1.906718e-17 1.832539e-17
186 5.740640e-16 8.975562e-16 9.545877e-16 3.853800e-16 1.962464e-17 1.867372e-17 1.794819e-17
187 5.622720e-16 8.831033e-16 9.346662e-16 3.782780e-16 1.921987e-17 1.829055e-17 1.758083e-17
188 5.507852e-16 8.689976e-16 9.152667e-16 3.713518e-16 1.882565e-17 1.791733e-17 1.722300e-17
189 5.395952e-16 8.552284e-16 8.963727e-16 3.645954e-16 1.844164e-17 1.755375e-17 1.687442e-17
190 5.286921e-16 8.417857e-16 8.779684e-16 3.580043e-16 1.806754e-17 1.719953e-17 1.653478e-17
191 5.180670e-16 8.286600e-16 8.600387e-16 3.515730e-16 1.770304e-17 1.685436e-17 1.620381e-17
192 5.077118e-16 8.158419e-16 8.425686e-16 3.452969e-16 1.734783e-17 1.651796e-17 1.588125e-17
193 4.976179e-16 8.033220e-16 8.255446e-16 3.391715e-16 1.700164e-17 1.619008e-17 1.556683e-17
194 4.877776e-16 7.910919e-16 8.089524e-16 3.331920e-16 1.666419e-17 1.587045e-17 1.526032e-17
195 4.781828e-16 7.791432e-16 7.927792e-16 3.273544e-16 1.633522e-17 1.555882e-17 1.496147e-17
196 4.688266e-16 7.674674e-16 7.770124e-16 3.216544e-16 1.601446e-17 1.525495e-17 1.467005e-17
197 4.597017e-16 7.560569e-16 7.616397e-16 3.160878e-16 1.570168e-17 1.495861e-17 1.438584e-17
198 4.508011e-16 7.449042e-16 7.466489e-16 3.106509e-16 1.539663e-17 1.466957e-17 1.410862e-17
199 4.421185e-16 7.340015e-16 7.320294e-16 3.053399e-16 1.509909e-17 1.438762e-17 1.383819e-17
200 4.336470e-16 7.233423e-16 7.177695e-16 3.001512e-16 1.480882e-17 1.411254e-17 1.357435e-17
201 4.253806e-16 7.129193e-16 7.038589e-16 2.950815e-16 1.452563e-17 1.384414e-17 1.331690e-17
202 4.173134e-16 7.027260e-16 6.902873e-16 2.901269e-16 1.424930e-17 1.358222e-17 1.306565e-17
203 4.094396e-16 6.927560e-16 6.770446e-16 2.852844e-16 1.397963e-17 1.332660e-17 1.282043e-17
