Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
190 4.510817e-16 9.814634e-16 4.051230e-16 6.365986e-16 3.925429e-17 2.101600e-16 3.697436e-17 3.306055e-17
191 4.420383e-16 9.663955e-16 3.973065e-16 6.259081e-16 3.847953e-17 2.063951e-16 3.625090e-17 3.241748e-17
192 4.332354e-16 9.516808e-16 3.896851e-16 6.154717e-16 3.772435e-17 2.027211e-16 3.554564e-17 3.179053e-17
193 4.246097e-16 9.373090e-16 3.822530e-16 6.052816e-16 3.698815e-17 1.991349e-16 3.485801e-17 3.117920e-17
194 4.162507e-16 9.232700e-16 3.750045e-16 5.953307e-16 3.627035e-17 1.956347e-16 3.418748e-17 3.058303e-17
195 4.080658e-16 9.095543e-16 3.679341e-16 5.856119e-16 3.557039e-17 1.922197e-16 3.353355e-17 3.000161e-17
196 4.001507e-16 8.961524e-16 3.610364e-16 5.761185e-16 3.488775e-17 1.888872e-16 3.289570e-17 2.943450e-17
197 3.923135e-16 8.830554e-16 3.543064e-16 5.668438e-16 3.422191e-17 1.856324e-16 3.227347e-17 2.888121e-17
198 3.847592e-16 8.702544e-16 3.477392e-16 5.577816e-16 3.357236e-17 1.824525e-16 3.166639e-17 2.834132e-17
199 3.773952e-16 8.577412e-16 3.413298e-16 5.489257e-16 3.293863e-17 1.793464e-16 3.107402e-17 2.781446e-17
200 3.701467e-16 8.455076e-16 3.350739e-16 5.402703e-16 3.232025e-17 1.763120e-16 3.049592e-17 2.730026e-17
201 3.630866e-16 8.335456e-16 3.289668e-16 5.318096e-16 3.171678e-17 1.733460e-16 2.993167e-17 2.679831e-17
202 3.562190e-16 8.218477e-16 3.230043e-16 5.235381e-16 3.112777e-17 1.704473e-16 2.938088e-17 2.630827e-17
203 3.495055e-16 8.104065e-16 3.171823e-16 5.154505e-16 3.055281e-17 1.676162e-16 2.884316e-17 2.582987e-17
204 3.429597e-16 7.992149e-16 3.114967e-16 5.075416e-16 2.999149e-17 1.648503e-16 2.831813e-17 2.536274e-17
205 3.365561e-16 7.882661e-16 3.059436e-16 4.998064e-16 2.944343e-17 1.621443e-16 2.780542e-17 2.490650e-17
206 3.303164e-16 7.775533e-16 3.005193e-16 4.922402e-16 2.890825e-17 1.594958e-16 2.730470e-17 2.446080e-17
207 3.242150e-16 7.670701e-16 2.952202e-16 4.848381e-16 2.838557e-17 1.569061e-16 2.681561e-17 2.402543e-17
208 3.182266e-16 7.568103e-16 2.900427e-16 4.775959e-16 2.787505e-17 1.543755e-16 2.633783e-17 2.360014e-17
209 3.124331e-16 7.467678e-16 2.849834e-16 4.705089e-16 2.737634e-17 1.519011e-16 2.587105e-17 2.318461e-17
210 3.067204e-16 7.369368e-16 2.800392e-16 4.635732e-16 2.688912e-17 1.494798e-16 2.541495e-17 2.277854e-17
