Ls TT TE TB EE EB EB_gmv TEB_gmv
223 1.793989e-16 6.121910e-16 3.709319e-15 4.499456e-16 3.721227e-16 2.036753e-16 8.809827e-17
224 1.764665e-16 6.089839e-16 3.646449e-15 4.462187e-16 3.657024e-16 2.009842e-16 8.690614e-17
225 1.735949e-16 6.058656e-16 3.584954e-15 4.425587e-16 3.594228e-16 1.983409e-16 8.573574e-17
226 1.707827e-16 6.028342e-16 3.524795e-15 4.389639e-16 3.532805e-16 1.957444e-16 8.458650e-17
227 1.680282e-16 5.998872e-16 3.465939e-15 4.354322e-16 3.472716e-16 1.931934e-16 8.345788e-17
228 1.653301e-16 5.970228e-16 3.408352e-15 4.319616e-16 3.413927e-16 1.906870e-16 8.234938e-17
229 1.626869e-16 5.942387e-16 3.351999e-15 4.285506e-16 3.356406e-16 1.882238e-16 8.126051e-17
230 1.600972e-16 5.915328e-16 3.296848e-15 4.251970e-16 3.300118e-16 1.858029e-16 8.019077e-17
231 1.575597e-16 5.889032e-16 3.242871e-15 4.218994e-16 3.245033e-16 1.834234e-16 7.913967e-17
232 1.550731e-16 5.863479e-16 3.190035e-15 4.186558e-16 3.191120e-16 1.810842e-16 7.810679e-17
233 1.526361e-16 5.838648e-16 3.138312e-15 4.154647e-16 3.138347e-16 1.787842e-16 7.709165e-17
234 1.502476e-16 5.814520e-16 3.087672e-15 4.123243e-16 3.086687e-16 1.765226e-16 7.609384e-17
235 1.479063e-16 5.791078e-16 3.038090e-15 4.092330e-16 3.036111e-16 1.742985e-16 7.511294e-17
236 1.456112e-16 5.768299e-16 2.989536e-15 4.061894e-16 2.986590e-16 1.721110e-16 7.414852e-17
237 1.433611e-16 5.746167e-16 2.941987e-15 4.031917e-16 2.938102e-16 1.699591e-16 7.320022e-17
238 1.411548e-16 5.724664e-16 2.895417e-15 4.002386e-16 2.890617e-16 1.678422e-16 7.226764e-17
239 1.389913e-16 5.703769e-16 2.849800e-15 3.973287e-16 2.844113e-16 1.657593e-16 7.135039e-17
