Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv TEB_iter
4258 2.855253e-20 4.004513e-19 1.292311e-18 1.517520e-19 1.330314e-19 2.437546e-20 7.089343e-20 2.057210e-20 1.957256e-20
4259 2.857886e-20 4.008394e-19 1.292390e-18 1.517524e-19 1.330468e-19 2.439557e-20 7.089812e-20 2.058678e-20 1.958565e-20
4260 2.860519e-20 4.012392e-19 1.292474e-18 1.517533e-19 1.330623e-19 2.441571e-20 7.090293e-20 2.060149e-20 1.959877e-20
4261 2.863153e-20 4.016509e-19 1.292565e-18 1.517547e-19 1.330780e-19 2.443588e-20 7.090784e-20 2.061622e-20 1.961190e-20
4262 2.865788e-20 4.020748e-19 1.292662e-18 1.517568e-19 1.330939e-19 2.445609e-20 7.091286e-20 2.063097e-20 1.962507e-20
4263 2.868426e-20 4.025110e-19 1.292766e-18 1.517595e-19 1.331100e-19 2.447633e-20 7.091799e-20 2.064575e-20 1.963825e-20
4264 2.871068e-20 4.029597e-19 1.292876e-18 1.517627e-19 1.331262e-19 2.449661e-20 7.092323e-20 2.066054e-20 1.965146e-20
4265 2.873713e-20 4.034209e-19 1.292992e-18 1.517666e-19 1.331425e-19 2.451692e-20 7.092858e-20 2.067537e-20 1.966470e-20
4266 2.876364e-20 4.038947e-19 1.293114e-18 1.517710e-19 1.331590e-19 2.453727e-20 7.093403e-20 2.069021e-20 1.967797e-20
4267 2.879021e-20 4.043813e-19 1.293242e-18 1.517759e-19 1.331757e-19 2.455766e-20 7.093959e-20 2.070508e-20 1.969126e-20
4268 2.881684e-20 4.048808e-19 1.293374e-18 1.517813e-19 1.331925e-19 2.457808e-20 7.094527e-20 2.071998e-20 1.970459e-20
4269 2.884356e-20 4.053933e-19 1.293512e-18 1.517873e-19 1.332094e-19 2.459855e-20 7.095105e-20 2.073490e-20 1.971795e-20
4270 2.887036e-20 4.059189e-19 1.293654e-18 1.517937e-19 1.332264e-19 2.461905e-20 7.095694e-20 2.074985e-20 1.973134e-20
4271 2.889726e-20 4.064577e-19 1.293800e-18 1.518007e-19 1.332436e-19 2.463959e-20 7.096293e-20 2.076483e-20 1.974476e-20
4272 2.892426e-20 4.070099e-19 1.293951e-18 1.518081e-19 1.332608e-19 2.466018e-20 7.096904e-20 2.077983e-20 1.975822e-20
4273 2.895138e-20 4.075754e-19 1.294105e-18 1.518159e-19 1.332782e-19 2.468080e-20 7.097526e-20 2.079487e-20 1.977172e-20
4274 2.897861e-20 4.081546e-19 1.294263e-18 1.518242e-19 1.332956e-19 2.470147e-20 7.098159e-20 2.080993e-20 1.978525e-20
4275 2.900598e-20 4.087474e-19 1.294424e-18 1.518329e-19 1.333132e-19 2.472217e-20 7.098802e-20 2.082501e-20 1.979883e-20
4276 2.903349e-20 4.093540e-19 1.294588e-18 1.518420e-19 1.333308e-19 2.474293e-20 7.099457e-20 2.084013e-20 1.981244e-20
4277 2.906115e-20 4.099744e-19 1.294754e-18 1.518515e-19 1.333485e-19 2.476372e-20 7.100123e-20 2.085528e-20 1.982610e-20
4278 2.908897e-20 4.106089e-19 1.294923e-18 1.518614e-19 1.333662e-19 2.478456e-20 7.100799e-20 2.087046e-20 1.983979e-20
4279 2.911696e-20 4.112575e-19 1.295094e-18 1.518717e-19 1.333840e-19 2.480545e-20 7.101487e-20 2.088567e-20 1.985354e-20
4280 2.914512e-20 4.119203e-19 1.295267e-18 1.518823e-19 1.334019e-19 2.482638e-20 7.102186e-20 2.090091e-20 1.986732e-20
4281 2.917347e-20 4.125975e-19 1.295442e-18 1.518932e-19 1.334198e-19 2.484736e-20 7.102896e-20 2.091618e-20 1.988116e-20
4282 2.920201e-20 4.132891e-19 1.295618e-18 1.519044e-19 1.334378e-19 2.486839e-20 7.103617e-20 2.093148e-20 1.989504e-20
4283 2.923075e-20 4.139952e-19 1.295794e-18 1.519160e-19 1.334558e-19 2.488946e-20 7.104349e-20 2.094682e-20 1.990897e-20
4284 2.925969e-20 4.147161e-19 1.295972e-18 1.519278e-19 1.334738e-19 2.491058e-20 7.105092e-20 2.096219e-20 1.992294e-20
4285 2.928882e-20 4.154518e-19 1.296151e-18 1.519400e-19 1.334918e-19 2.493176e-20 7.105846e-20 2.097759e-20 1.993697e-20
4286 2.931814e-20 4.162025e-19 1.296330e-18 1.519525e-19 1.335099e-19 2.495298e-20 7.106611e-20 2.099303e-20 1.995105e-20
4287 2.934764e-20 4.169684e-19 1.296511e-18 1.519653e-19 1.335279e-19 2.497425e-20 7.107388e-20 2.100851e-20 1.996519e-20
4288 2.937731e-20 4.177495e-19 1.296693e-18 1.519784e-19 1.335460e-19 2.499558e-20 7.108175e-20 2.102401e-20 1.997938e-20
4289 2.940714e-20 4.185461e-19 1.296876e-18 1.519919e-19 1.335641e-19 2.501695e-20 7.108974e-20 2.103956e-20 1.999362e-20
4290 2.943714e-20 4.193583e-19 1.297061e-18 1.520057e-19 1.335822e-19 2.503838e-20 7.109784e-20 2.105514e-20 2.000792e-20
4291 2.946728e-20 4.201862e-19 1.297247e-18 1.520199e-19 1.336004e-19 2.505987e-20 7.110605e-20 2.107075e-20 2.002228e-20
4292 2.949756e-20 4.210300e-19 1.297434e-18 1.520344e-19 1.336185e-19 2.508141e-20 7.111437e-20 2.108641e-20 2.003670e-20
4293 2.952798e-20 4.218899e-19 1.297622e-18 1.520493e-19 1.336366e-19 2.510301e-20 7.112280e-20 2.110210e-20 2.005117e-20
4294 2.955852e-20 4.227659e-19 1.297812e-18 1.520645e-19 1.336547e-19 2.512467e-20 7.113134e-20 2.111784e-20 2.006571e-20
4295 2.958919e-20 4.236582e-19 1.298004e-18 1.520801e-19 1.336728e-19 2.514640e-20 7.113998e-20 2.113363e-20 2.008030e-20
4296 2.961997e-20 4.245671e-19 1.298197e-18 1.520962e-19 1.336909e-19 2.516820e-20 7.114872e-20 2.114946e-20 2.009496e-20
4297 2.965086e-20 4.254925e-19 1.298392e-18 1.521126e-19 1.337090e-19 2.519007e-20 7.115757e-20 2.116534e-20 2.010969e-20
4298 2.968185e-20 4.264347e-19 1.298588e-18 1.521293e-19 1.337271e-19 2.521202e-20 7.116652e-20 2.118128e-20 2.012448e-20
4299 2.971293e-20 4.273939e-19 1.298786e-18 1.521465e-19 1.337451e-19 2.523404e-20 7.117556e-20 2.119727e-20 2.013933e-20
4300 2.974410e-20 4.283701e-19 1.298986e-18 1.521641e-19 1.337632e-19 2.525615e-20 7.118470e-20 2.121331e-20 2.015425e-20
4301 2.977535e-20 4.293635e-19 1.299188e-18 1.521821e-19 1.337812e-19 2.527835e-20 7.119393e-20 2.122942e-20 2.016924e-20
4302 2.980667e-20 4.303744e-19 1.299391e-18 1.522006e-19 1.337991e-19 2.530063e-20 7.120326e-20 2.124558e-20 2.018430e-20
4303 2.983805e-20 4.314027e-19 1.299597e-18 1.522194e-19 1.338171e-19 2.532301e-20 7.121268e-20 2.126181e-20 2.019942e-20
4304 2.986949e-20 4.324487e-19 1.299804e-18 1.522387e-19 1.338350e-19 2.534548e-20 7.122218e-20 2.127811e-20 2.021462e-20
4305 2.990100e-20 4.335123e-19 1.300014e-18 1.522584e-19 1.338529e-19 2.536805e-20 7.123178e-20 2.129447e-20 2.022989e-20
4306 2.993259e-20 4.345937e-19 1.300225e-18 1.522786e-19 1.338707e-19 2.539072e-20 7.124146e-20 2.131090e-20 2.024523e-20
4307 2.996429e-20 4.356928e-19 1.300439e-18 1.522991e-19 1.338886e-19 2.541350e-20 7.125122e-20 2.132740e-20 2.026064e-20
4308 2.999609e-20 4.368098e-19 1.300655e-18 1.523199e-19 1.339065e-19 2.543639e-20 7.126107e-20 2.134398e-20 2.027613e-20
4309 3.002801e-20 4.379445e-19 1.300874e-18 1.523412e-19 1.339244e-19 2.545938e-20 7.127100e-20 2.136064e-20 2.029169e-20
4310 3.006008e-20 4.390970e-19 1.301095e-18 1.523628e-19 1.339423e-19 2.548249e-20 7.128100e-20 2.137737e-20 2.030733e-20
4311 3.009229e-20 4.402674e-19 1.301319e-18 1.523847e-19 1.339603e-19 2.550572e-20 7.129108e-20 2.139418e-20 2.032304e-20
4312 3.012467e-20 4.414557e-19 1.301545e-18 1.524069e-19 1.339783e-19 2.552907e-20 7.130124e-20 2.141108e-20 2.033883e-20
4313 3.015723e-20 4.426619e-19 1.301774e-18 1.524295e-19 1.339964e-19 2.555255e-20 7.131147e-20 2.142807e-20 2.035470e-20
4314 3.018997e-20 4.438860e-19 1.302005e-18 1.524523e-19 1.340146e-19 2.557615e-20 7.132178e-20 2.144514e-20 2.037064e-20
4315 3.022293e-20 4.451281e-19 1.302240e-18 1.524754e-19 1.340329e-19 2.559988e-20 7.133215e-20 2.146230e-20 2.038667e-20
4316 3.025610e-20 4.463882e-19 1.302477e-18 1.524987e-19 1.340513e-19 2.562374e-20 7.134259e-20 2.147955e-20 2.040278e-20
4317 3.028950e-20 4.476663e-19 1.302718e-18 1.525223e-19 1.340698e-19 2.564775e-20 7.135310e-20 2.149689e-20 2.041896e-20
4318 3.032315e-20 4.489625e-19 1.302961e-18 1.525461e-19 1.340884e-19 2.567189e-20 7.136367e-20 2.151434e-20 2.043523e-20
4319 3.035706e-20 4.502767e-19 1.303208e-18 1.525702e-19 1.341072e-19 2.569618e-20 7.137431e-20 2.153188e-20 2.045158e-20
4320 3.039124e-20 4.516090e-19 1.303458e-18 1.525944e-19 1.341261e-19 2.572061e-20 7.138500e-20 2.154952e-20 2.046801e-20
4321 3.042570e-20 4.529595e-19 1.303711e-18 1.526188e-19 1.341452e-19 2.574519e-20 7.139576e-20 2.156727e-20 2.048453e-20
4322 3.046047e-20 4.543281e-19 1.303967e-18 1.526434e-19 1.341644e-19 2.576993e-20 7.140657e-20 2.158512e-20 2.050113e-20
4323 3.049555e-20 4.557148e-19 1.304227e-18 1.526681e-19 1.341838e-19 2.579482e-20 7.141744e-20 2.160307e-20 2.051782e-20
4324 3.053096e-20 4.571198e-19 1.304491e-18 1.526930e-19 1.342035e-19 2.581987e-20 7.142837e-20 2.162114e-20 2.053458e-20
4325 3.056670e-20 4.585430e-19 1.304758e-18 1.527180e-19 1.342233e-19 2.584509e-20 7.143935e-20 2.163932e-20 2.055144e-20
4326 3.060276e-20 4.599842e-19 1.305029e-18 1.527431e-19 1.342433e-19 2.587047e-20 7.145038e-20 2.165762e-20 2.056838e-20
4327 3.063912e-20 4.614433e-19 1.305302e-18 1.527682e-19 1.342635e-19 2.589602e-20 7.146145e-20 2.167603e-20 2.058541e-20
4328 3.067577e-20 4.629201e-19 1.305579e-18 1.527935e-19 1.342839e-19 2.592174e-20 7.147258e-20 2.169455e-20 2.060252e-20
4329 3.071269e-20 4.644145e-19 1.305858e-18 1.528189e-19 1.343045e-19 2.594764e-20 7.148375e-20 2.171320e-20 2.061972e-20
4330 3.074986e-20 4.659262e-19 1.306140e-18 1.528443e-19 1.343253e-19 2.597371e-20 7.149496e-20 2.173198e-20 2.063701e-20
4331 3.078726e-20 4.674552e-19 1.306423e-18 1.528697e-19 1.343462e-19 2.599997e-20 7.150622e-20 2.175087e-20 2.065439e-20
4332 3.082488e-20 4.690011e-19 1.306709e-18 1.528952e-19 1.343672e-19 2.602641e-20 7.151751e-20 2.176990e-20 2.067185e-20
4333 3.086269e-20 4.705640e-19 1.306996e-18 1.529207e-19 1.343885e-19 2.605305e-20 7.152885e-20 2.178905e-20 2.068941e-20
4334 3.090069e-20 4.721435e-19 1.307285e-18 1.529462e-19 1.344098e-19 2.607987e-20 7.154022e-20 2.180834e-20 2.070705e-20
4335 3.093885e-20 4.737396e-19 1.307574e-18 1.529717e-19 1.344313e-19 2.610689e-20 7.155163e-20 2.182776e-20 2.072478e-20
4336 3.097716e-20 4.753520e-19 1.307865e-18 1.529972e-19 1.344529e-19 2.613410e-20 7.156307e-20 2.184731e-20 2.074260e-20
4337 3.101559e-20 4.769806e-19 1.308156e-18 1.530227e-19 1.344746e-19 2.616149e-20 7.157454e-20 2.186699e-20 2.076051e-20
4338 3.105414e-20 4.786253e-19 1.308448e-18 1.530481e-19 1.344964e-19 2.618907e-20 7.158604e-20 2.188680e-20 2.077851e-20
4339 3.109278e-20 4.802858e-19 1.308740e-18 1.530734e-19 1.345183e-19 2.621684e-20 7.159757e-20 2.190673e-20 2.079661e-20
4340 3.113150e-20 4.819619e-19 1.309032e-18 1.530987e-19 1.345403e-19 2.624478e-20 7.160912e-20 2.192678e-20 2.081479e-20
4341 3.117027e-20 4.836536e-19 1.309323e-18 1.531239e-19 1.345624e-19 2.627290e-20 7.162070e-20 2.194696e-20 2.083306e-20
4342 3.120909e-20 4.853607e-19 1.309614e-18 1.531490e-19 1.345846e-19 2.630119e-20 7.163230e-20 2.196725e-20 2.085142e-20
4343 3.124793e-20 4.870829e-19 1.309904e-18 1.531739e-19 1.346068e-19 2.632964e-20 7.164391e-20 2.198766e-20 2.086987e-20
4344 3.128678e-20 4.888201e-19 1.310193e-18 1.531988e-19 1.346291e-19 2.635827e-20 7.165555e-20 2.200818e-20 2.088841e-20
4345 3.132561e-20 4.905722e-19 1.310481e-18 1.532235e-19 1.346514e-19 2.638705e-20 7.166720e-20 2.202881e-20 2.090705e-20
4346 3.136443e-20 4.923389e-19 1.310767e-18 1.532481e-19 1.346738e-19 2.641600e-20 7.167886e-20 2.204955e-20 2.092577e-20
4347 3.140323e-20 4.941197e-19 1.311052e-18 1.532725e-19 1.346963e-19 2.644510e-20 7.169053e-20 2.207039e-20 2.094459e-20
4348 3.144204e-20 4.959141e-19 1.311335e-18 1.532968e-19 1.347188e-19 2.647435e-20 7.170222e-20 2.209134e-20 2.096349e-20
4349 3.148086e-20 4.977218e-19 1.311617e-18 1.533209e-19 1.347413e-19 2.650376e-20 7.171391e-20 2.211240e-20 2.098249e-20
4350 3.151972e-20 4.995420e-19 1.311898e-18 1.533449e-19 1.347639e-19 2.653331e-20 7.172560e-20 2.213355e-20 2.100157e-20
4351 3.155862e-20 5.013744e-19 1.312178e-18 1.533688e-19 1.347866e-19 2.656300e-20 7.173730e-20 2.215479e-20 2.102075e-20
4352 3.159759e-20 5.032185e-19 1.312457e-18 1.533925e-19 1.348093e-19 2.659283e-20 7.174900e-20 2.217614e-20 2.104002e-20
4353 3.163663e-20 5.050737e-19 1.312735e-18 1.534161e-19 1.348321e-19 2.662280e-20 7.176070e-20 2.219757e-20 2.105937e-20
4354 3.167576e-20 5.069395e-19 1.313012e-18 1.534395e-19 1.348549e-19 2.665290e-20 7.177240e-20 2.221910e-20 2.107882e-20
4355 3.171499e-20 5.088155e-19 1.313288e-18 1.534629e-19 1.348778e-19 2.668314e-20 7.178409e-20 2.224071e-20 2.109835e-20
4356 3.175435e-20 5.107012e-19 1.313564e-18 1.534861e-19 1.349008e-19 2.671350e-20 7.179578e-20 2.226241e-20 2.111798e-20
4357 3.179384e-20 5.125960e-19 1.313839e-18 1.535092e-19 1.349239e-19 2.674398e-20 7.180745e-20 2.228419e-20 2.113769e-20
4358 3.183348e-20 5.144995e-19 1.314113e-18 1.535321e-19 1.349470e-19 2.677458e-20 7.181912e-20 2.230605e-20 2.115749e-20
4359 3.187328e-20 5.164111e-19 1.314387e-18 1.535550e-19 1.349703e-19 2.680530e-20 7.183077e-20 2.232799e-20 2.117738e-20
4360 3.191326e-20 5.183304e-19 1.314660e-18 1.535777e-19 1.349936e-19 2.683614e-20 7.184241e-20 2.235000e-20 2.119736e-20
4361 3.195343e-20 5.202569e-19 1.314934e-18 1.536003e-19 1.350169e-19 2.686709e-20 7.185403e-20 2.237209e-20 2.121742e-20
4362 3.199381e-20 5.221900e-19 1.315207e-18 1.536228e-19 1.350404e-19 2.689814e-20 7.186564e-20 2.239426e-20 2.123757e-20
4363 3.203440e-20 5.241293e-19 1.315480e-18 1.536452e-19 1.350640e-19 2.692930e-20 7.187722e-20 2.241649e-20 2.125781e-20
4364 3.207524e-20 5.260742e-19 1.315753e-18 1.536675e-19 1.350876e-19 2.696056e-20 7.188878e-20 2.243878e-20 2.127814e-20
4365 3.211632e-20 5.280243e-19 1.316026e-18 1.536897e-19 1.351114e-19 2.699191e-20 7.190032e-20 2.246115e-20 2.129855e-20
4366 3.215767e-20 5.299791e-19 1.316299e-18 1.537117e-19 1.351352e-19 2.702337e-20 7.191183e-20 2.248357e-20 2.131904e-20
4367 3.219930e-20 5.319379e-19 1.316572e-18 1.537337e-19 1.351591e-19 2.705491e-20 7.192331e-20 2.250606e-20 2.133962e-20
4368 3.224122e-20 5.339000e-19 1.316846e-18 1.537556e-19 1.351832e-19 2.708654e-20 7.193476e-20 2.252860e-20 2.136028e-20
4369 3.228345e-20 5.358644e-19 1.317119e-18 1.537773e-19 1.352073e-19 2.711826e-20 7.194618e-20 2.255120e-20 2.138103e-20
4370 3.232599e-20 5.378301e-19 1.317392e-18 1.537988e-19 1.352315e-19 2.715006e-20 7.195756e-20 2.257385e-20 2.140186e-20
4371 3.236887e-20 5.397962e-19 1.317665e-18 1.538202e-19 1.352557e-19 2.718193e-20 7.196891e-20 2.259655e-20 2.142278e-20
4372 3.241209e-20 5.417618e-19 1.317937e-18 1.538413e-19 1.352801e-19 2.721389e-20 7.198021e-20 2.261930e-20 2.144377e-20
4373 3.245567e-20 5.437259e-19 1.318209e-18 1.538623e-19 1.353044e-19 2.724591e-20 7.199148e-20 2.264209e-20 2.146485e-20
4374 3.249962e-20 5.456876e-19 1.318480e-18 1.538830e-19 1.353289e-19 2.727801e-20 7.200271e-20 2.266493e-20 2.148601e-20
4375 3.254396e-20 5.476460e-19 1.318749e-18 1.539034e-19 1.353534e-19 2.731017e-20 7.201389e-20 2.268782e-20 2.150724e-20
4376 3.258869e-20 5.496000e-19 1.319018e-18 1.539235e-19 1.353779e-19 2.734239e-20 7.202502e-20 2.271074e-20 2.152856e-20
4377 3.263383e-20 5.515488e-19 1.319285e-18 1.539434e-19 1.354024e-19 2.737467e-20 7.203611e-20 2.273369e-20 2.154995e-20
4378 3.267940e-20 5.534914e-19 1.319551e-18 1.539629e-19 1.354270e-19 2.740701e-20 7.204714e-20 2.275669e-20 2.157142e-20
4379 3.272540e-20 5.554269e-19 1.319816e-18 1.539820e-19 1.354516e-19 2.743940e-20 7.205813e-20 2.277971e-20 2.159297e-20
4380 3.277185e-20 5.573543e-19 1.320078e-18 1.540008e-19 1.354762e-19 2.747184e-20 7.206905e-20 2.280277e-20 2.161460e-20
4381 3.281877e-20 5.592728e-19 1.320339e-18 1.540192e-19 1.355007e-19 2.750434e-20 7.207993e-20 2.282586e-20 2.163630e-20
4382 3.286616e-20 5.611812e-19 1.320598e-18 1.540372e-19 1.355253e-19 2.753689e-20 7.209074e-20 2.284898e-20 2.165807e-20
4383 3.291404e-20 5.630788e-19 1.320854e-18 1.540548e-19 1.355499e-19 2.756949e-20 7.210149e-20 2.287213e-20 2.167992e-20
4384 3.296243e-20 5.649646e-19 1.321108e-18 1.540719e-19 1.355745e-19 2.760216e-20 7.211219e-20 2.289532e-20 2.170184e-20
4385 3.301133e-20 5.668376e-19 1.321360e-18 1.540886e-19 1.355990e-19 2.763488e-20 7.212282e-20 2.291855e-20 2.172383e-20
4386 3.306075e-20 5.686968e-19 1.321609e-18 1.541047e-19 1.356235e-19 2.766766e-20 7.213338e-20 2.294181e-20 2.174589e-20
4387 3.311072e-20 5.705415e-19 1.321855e-18 1.541203e-19 1.356480e-19 2.770050e-20 7.214388e-20 2.296511e-20 2.176802e-20
4388 3.316124e-20 5.723705e-19 1.322099e-18 1.541355e-19 1.356724e-19 2.773341e-20 7.215431e-20 2.298844e-20 2.179022e-20
4389 3.321227e-20 5.741830e-19 1.322339e-18 1.541500e-19 1.356967e-19 2.776638e-20 7.216466e-20 2.301181e-20 2.181249e-20
4390 3.326377e-20 5.759782e-19 1.322577e-18 1.541641e-19 1.357211e-19 2.779941e-20 7.217495e-20 2.303523e-20 2.183482e-20
4391 3.331567e-20 5.777551e-19 1.322813e-18 1.541776e-19 1.357454e-19 2.783251e-20 7.218516e-20 2.305868e-20 2.185722e-20
4392 3.336793e-20 5.795129e-19 1.323046e-18 1.541907e-19 1.357697e-19 2.786568e-20 7.219529e-20 2.308217e-20 2.187968e-20
4393 3.342049e-20 5.812506e-19 1.323277e-18 1.542032e-19 1.357940e-19 2.789892e-20 7.220535e-20 2.310570e-20 2.190221e-20
4394 3.347330e-20 5.829674e-19 1.323506e-18 1.542152e-19 1.358183e-19 2.793223e-20 7.221532e-20 2.312927e-20 2.192479e-20
4395 3.352631e-20 5.846624e-19 1.323733e-18 1.542267e-19 1.358426e-19 2.796560e-20 7.222522e-20 2.315289e-20 2.194744e-20
4396 3.357945e-20 5.863347e-19 1.323959e-18 1.542377e-19 1.358669e-19 2.799906e-20 7.223503e-20 2.317655e-20 2.197015e-20
4397 3.363269e-20 5.879834e-19 1.324183e-18 1.542483e-19 1.358912e-19 2.803258e-20 7.224475e-20 2.320025e-20 2.199292e-20
4398 3.368597e-20 5.896077e-19 1.324406e-18 1.542583e-19 1.359156e-19 2.806618e-20 7.225439e-20 2.322400e-20 2.201575e-20
4399 3.373923e-20 5.912066e-19 1.324628e-18 1.542679e-19 1.359400e-19 2.809986e-20 7.226394e-20 2.324779e-20 2.203863e-20
4400 3.379242e-20 5.927793e-19 1.324849e-18 1.542771e-19 1.359645e-19 2.813361e-20 7.227340e-20 2.327163e-20 2.206157e-20
4401 3.384548e-20 5.943249e-19 1.325069e-18 1.542857e-19 1.359890e-19 2.816744e-20 7.228276e-20 2.329552e-20 2.208456e-20
4402 3.389837e-20 5.958425e-19 1.325289e-18 1.542940e-19 1.360136e-19 2.820136e-20 7.229203e-20 2.331945e-20 2.210760e-20
4403 3.395103e-20 5.973311e-19 1.325508e-18 1.543017e-19 1.360383e-19 2.823535e-20 7.230121e-20 2.334343e-20 2.213070e-20
4404 3.400341e-20 5.987900e-19 1.325727e-18 1.543091e-19 1.360631e-19 2.826943e-20 7.231028e-20 2.336746e-20 2.215384e-20
4405 3.405545e-20 6.002183e-19 1.325946e-18 1.543160e-19 1.360879e-19 2.830360e-20 7.231926e-20 2.339154e-20 2.217704e-20
4406 3.410710e-20 6.016150e-19 1.326166e-18 1.543224e-19 1.361129e-19 2.833784e-20 7.232814e-20 2.341566e-20 2.220028e-20
4407 3.415831e-20 6.029792e-19 1.326385e-18 1.543285e-19 1.361380e-19 2.837218e-20 7.233691e-20 2.343984e-20 2.222357e-20
4408 3.420903e-20 6.043101e-19 1.326605e-18 1.543341e-19 1.361632e-19 2.840660e-20 7.234557e-20 2.346407e-20 2.224690e-20
4409 3.425920e-20 6.056069e-19 1.326826e-18 1.543393e-19 1.361885e-19 2.844111e-20 7.235413e-20 2.348836e-20 2.227028e-20
4410 3.430883e-20 6.068690e-19 1.327047e-18 1.543441e-19 1.362140e-19 2.847572e-20 7.236258e-20 2.351269e-20 2.229370e-20
4411 3.435797e-20 6.080964e-19 1.327269e-18 1.543485e-19 1.362395e-19 2.851041e-20 7.237092e-20 2.353708e-20 2.231716e-20
4412 3.440670e-20 6.092890e-19 1.327491e-18 1.543525e-19 1.362652e-19 2.854520e-20 7.237914e-20 2.356153e-20 2.234066e-20
4413 3.445506e-20 6.104469e-19 1.327714e-18 1.543561e-19 1.362909e-19 2.858008e-20 7.238725e-20 2.358603e-20 2.236420e-20
4414 3.450313e-20 6.115700e-19 1.327936e-18 1.543592e-19 1.363167e-19 2.861506e-20 7.239524e-20 2.361058e-20 2.238777e-20
4415 3.455096e-20 6.126583e-19 1.328159e-18 1.543620e-19 1.363426e-19 2.865013e-20 7.240312e-20 2.363519e-20 2.241139e-20
4416 3.459862e-20 6.137117e-19 1.328380e-18 1.543643e-19 1.363686e-19 2.868531e-20 7.241088e-20 2.365986e-20 2.243503e-20
4417 3.464616e-20 6.147302e-19 1.328602e-18 1.543662e-19 1.363945e-19 2.872058e-20 7.241851e-20 2.368459e-20 2.245871e-20
4418 3.469366e-20 6.157138e-19 1.328823e-18 1.543676e-19 1.364205e-19 2.875596e-20 7.242602e-20 2.370937e-20 2.248242e-20
4419 3.474116e-20 6.166624e-19 1.329043e-18 1.543686e-19 1.364465e-19 2.879143e-20 7.243340e-20 2.373422e-20 2.250616e-20
4420 3.478873e-20 6.175761e-19 1.329262e-18 1.543692e-19 1.364725e-19 2.882701e-20 7.244066e-20 2.375912e-20 2.252993e-20
4421 3.483644e-20 6.184547e-19 1.329479e-18 1.543693e-19 1.364985e-19 2.886270e-20 7.244779e-20 2.378409e-20 2.255372e-20
4422 3.488435e-20 6.192982e-19 1.329696e-18 1.543690e-19 1.365244e-19 2.889849e-20 7.245479e-20 2.380911e-20 2.257755e-20
4423 3.493251e-20 6.201066e-19 1.329911e-18 1.543683e-19 1.365503e-19 2.893439e-20 7.246165e-20 2.383420e-20 2.260139e-20
4424 3.498098e-20 6.208799e-19 1.330124e-18 1.543671e-19 1.365761e-19 2.897039e-20 7.246838e-20 2.385936e-20 2.262526e-20
4425 3.502984e-20 6.216181e-19 1.330336e-18 1.543654e-19 1.366019e-19 2.900650e-20 7.247497e-20 2.388457e-20 2.264915e-20
4426 3.507914e-20 6.223210e-19 1.330545e-18 1.543633e-19 1.366276e-19 2.904271e-20 7.248143e-20 2.390984e-20 2.267306e-20
4427 3.512894e-20 6.229887e-19 1.330753e-18 1.543608e-19 1.366532e-19 2.907902e-20 7.248776e-20 2.393516e-20 2.269699e-20
4428 3.517931e-20 6.236212e-19 1.330958e-18 1.543578e-19 1.366787e-19 2.911541e-20 7.249396e-20 2.396053e-20 2.272094e-20
4429 3.523030e-20 6.242184e-19 1.331160e-18 1.543543e-19 1.367040e-19 2.915188e-20 7.250003e-20 2.398594e-20 2.274490e-20
4430 3.528198e-20 6.247802e-19 1.331360e-18 1.543504e-19 1.367292e-19 2.918843e-20 7.250596e-20 2.401140e-20 2.276888e-20
4431 3.533439e-20 6.253069e-19 1.331557e-18 1.543460e-19 1.367543e-19 2.922505e-20 7.251177e-20 2.403689e-20 2.279287e-20
4432 3.538748e-20 6.257991e-19 1.331752e-18 1.543411e-19 1.367793e-19 2.926173e-20 7.251746e-20 2.406241e-20 2.281687e-20
4433 3.544122e-20 6.262578e-19 1.331943e-18 1.543358e-19 1.368040e-19 2.929846e-20 7.252302e-20 2.408796e-20 2.284089e-20
4434 3.549554e-20 6.266838e-19 1.332132e-18 1.543300e-19 1.368287e-19 2.933525e-20 7.252845e-20 2.411354e-20 2.286491e-20
4435 3.555042e-20 6.270779e-19 1.332319e-18 1.543238e-19 1.368532e-19 2.937208e-20 7.253376e-20 2.413913e-20 2.288893e-20
4436 3.560578e-20 6.274410e-19 1.332503e-18 1.543172e-19 1.368776e-19 2.940895e-20 7.253895e-20 2.416474e-20 2.291297e-20
4437 3.566160e-20 6.277739e-19 1.332685e-18 1.543101e-19 1.369018e-19 2.944585e-20 7.254401e-20 2.419037e-20 2.293701e-20
4438 3.571781e-20 6.280775e-19 1.332864e-18 1.543026e-19 1.369260e-19 2.948278e-20 7.254896e-20 2.421600e-20 2.296105e-20
4439 3.577437e-20 6.283527e-19 1.333041e-18 1.542947e-19 1.369499e-19 2.951973e-20 7.255379e-20 2.424163e-20 2.298510e-20
4440 3.583124e-20 6.286002e-19 1.333216e-18 1.542864e-19 1.369738e-19 2.955669e-20 7.255850e-20 2.426726e-20 2.300914e-20
4441 3.588835e-20 6.288210e-19 1.333389e-18 1.542777e-19 1.369976e-19 2.959366e-20 7.256309e-20 2.429289e-20 2.303318e-20
4442 3.594567e-20 6.290159e-19 1.333560e-18 1.542685e-19 1.370212e-19 2.963064e-20 7.256757e-20 2.431851e-20 2.305723e-20
4443 3.600315e-20 6.291857e-19 1.333729e-18 1.542590e-19 1.370447e-19 2.966761e-20 7.257193e-20 2.434412e-20 2.308126e-20
