Ls TT TE TB EE EB EB_gmv TEB_gmv
175 8.065499e-16 1.503727e-15 1.713277e-15 1.019830e-15 1.610400e-16 1.390783e-16 1.137346e-16
176 7.889093e-16 1.477627e-15 1.676179e-15 1.000790e-15 1.575196e-16 1.360984e-16 1.113145e-16
177 7.717555e-16 1.452199e-15 1.640100e-15 9.822470e-16 1.540965e-16 1.331999e-16 1.089604e-16
178 7.550715e-16 1.427422e-15 1.605009e-15 9.641838e-16 1.507676e-16 1.303803e-16 1.066701e-16
179 7.388426e-16 1.403274e-15 1.570872e-15 9.465853e-16 1.475296e-16 1.276369e-16 1.044416e-16
180 7.230537e-16 1.379736e-15 1.537658e-15 9.294368e-16 1.443797e-16 1.249672e-16 1.022727e-16
181 7.076902e-16 1.356789e-15 1.505336e-15 9.127239e-16 1.413149e-16 1.223688e-16 1.001616e-16
182 6.927386e-16 1.334415e-15 1.473879e-15 8.964325e-16 1.383325e-16 1.198395e-16 9.810636e-17
183 6.781856e-16 1.312595e-15 1.443258e-15 8.805500e-16 1.354298e-16 1.173770e-16 9.610530e-17
184 6.640179e-16 1.291312e-15 1.413446e-15 8.650633e-16 1.326042e-16 1.149792e-16 9.415660e-17
185 6.502241e-16 1.270550e-15 1.384418e-15 8.499600e-16 1.298534e-16 1.126441e-16 9.225863e-17
186 6.367916e-16 1.250293e-15 1.356148e-15 8.352284e-16 1.271748e-16 1.103696e-16 9.040976e-17
187 6.237094e-16 1.230527e-15 1.328614e-15 8.208572e-16 1.245664e-16 1.081539e-16 8.860852e-17
188 6.109662e-16 1.211234e-15 1.301792e-15 8.068355e-16 1.220257e-16 1.059950e-16 8.685333e-17
189 5.985518e-16 1.192403e-15 1.275659e-15 7.931524e-16 1.195507e-16 1.038913e-16 8.514287e-17
190 5.864556e-16 1.174019e-15 1.250195e-15 7.797979e-16 1.171394e-16 1.018411e-16 8.347566e-17
191 5.746682e-16 1.156068e-15 1.225378e-15 7.667618e-16 1.147899e-16 9.984268e-17 8.185045e-17
192 5.631797e-16 1.138538e-15 1.201190e-15 7.540350e-16 1.125001e-16 9.789449e-17 8.026588e-17
193 5.519814e-16 1.121417e-15 1.177610e-15 7.416081e-16 1.102683e-16 9.599498e-17 7.872080e-17
194 5.410639e-16 1.104692e-15 1.154620e-15 7.294725e-16 1.080927e-16 9.414269e-17 7.721397e-17
195 5.304193e-16 1.088353e-15 1.132203e-15 7.176194e-16 1.059716e-16 9.233619e-17 7.574424e-17
196 5.200391e-16 1.072387e-15 1.110341e-15 7.060405e-16 1.039033e-16 9.057414e-17 7.431051e-17
197 5.099154e-16 1.056785e-15 1.089018e-15 6.947279e-16 1.018864e-16 8.885518e-17 7.291170e-17
198 5.000406e-16 1.041535e-15 1.068217e-15 6.836740e-16 9.991916e-17 8.717806e-17 7.154680e-17
199 4.904073e-16 1.026629e-15 1.047924e-15 6.728713e-16 9.800023e-17 8.554154e-17 7.021480e-17
200 4.810085e-16 1.012055e-15 1.028123e-15 6.623128e-16 9.612813e-17 8.394442e-17 6.891473e-17
201 4.718372e-16 9.978055e-16 1.008800e-15 6.519911e-16 9.430148e-17 8.238556e-17 6.764568e-17
202 4.628867e-16 9.838702e-16 9.899404e-16 6.418998e-16 9.251898e-17 8.086385e-17 6.640672e-17
203 4.541507e-16 9.702411e-16 9.715319e-16 6.320325e-16 9.077936e-17 7.937820e-17 6.519701e-17
204 4.456228e-16 9.569094e-16 9.535607e-16 6.223827e-16 8.908133e-17 7.792761e-17 6.401567e-17
205 4.372976e-16 9.438667e-16 9.360144e-16 6.129445e-16 8.742374e-17 7.651104e-17 6.286194e-17
206 4.291686e-16 9.311056e-16 9.188811e-16 6.037118e-16 8.580539e-17 7.512753e-17 6.173503e-17
207 4.212306e-16 9.186180e-16 9.021488e-16 5.946794e-16 8.422517e-17 7.377617e-17 6.063417e-17
208 4.134780e-16 9.063965e-16 8.858062e-16 5.858411e-16 8.268203e-17 7.245602e-17 5.955861e-17
209 4.059058e-16 8.944341e-16 8.698424e-16 5.771923e-16 8.117488e-17 7.116623e-17 5.850766e-17
210 3.985089e-16 8.827236e-16 8.542469e-16 5.687272e-16 7.970274e-17 6.990595e-17 5.748064e-17
211 3.912822e-16 8.712585e-16 8.390092e-16 5.604413e-16 7.826461e-17 6.867435e-17 5.647686e-17
212 3.842209e-16 8.600321e-16 8.241196e-16 5.523297e-16 7.685954e-17 6.747066e-17 5.549573e-17
213 3.773208e-16 8.490381e-16 8.095682e-16 5.443875e-16 7.548664e-17 6.629408e-17 5.453656e-17
214 3.705773e-16 8.382704e-16 7.953459e-16 5.366106e-16 7.414500e-17 6.514389e-17 5.359882e-17
215 3.639861e-16 8.277230e-16 7.814439e-16 5.289941e-16 7.283377e-17 6.401936e-17 5.268188e-17
216 3.575431e-16 8.173901e-16 7.678532e-16 5.215342e-16 7.155212e-17 6.291980e-17 5.178521e-17
217 3.512441e-16 8.072663e-16 7.545652e-16 5.142263e-16 7.029925e-17 6.184454e-17 5.090822e-17
218 3.450854e-16 7.973459e-16 7.415722e-16 5.070670e-16 6.907436e-17 6.079294e-17 5.005044e-17
219 3.390631e-16 7.876238e-16 7.288660e-16 5.000520e-16 6.787671e-17 5.976435e-17 4.921131e-17
220 3.331738e-16 7.780949e-16 7.164391e-16 4.931777e-16 6.670559e-17 5.875816e-17 4.839034e-17
221 3.274135e-16 7.687544e-16 7.042839e-16 4.864406e-16 6.556026e-17 5.777377e-17 4.758710e-17
222 3.217792e-16 7.595972e-16 6.923933e-16 4.798369e-16 6.444004e-17 5.681062e-17 4.680106e-17
223 3.162674e-16 7.506190e-16 6.807602e-16 4.733634e-16 6.334430e-17 5.586816e-17 4.603181e-17
224 3.108749e-16 7.418148e-16 6.693780e-16 4.670167e-16 6.227234e-17 5.494583e-17 4.527888e-17
225 3.055985e-16 7.331807e-16 6.582402e-16 4.607936e-16 6.122357e-17 5.404310e-17 4.454189e-17
226 3.004354e-16 7.247123e-16 6.473403e-16 4.546910e-16 6.019739e-17 5.315949e-17 4.382040e-17
227 2.953825e-16 7.164053e-16 6.366722e-16 4.487059e-16 5.919319e-17 5.229451e-17 4.311401e-17
228 2.904370e-16 7.082558e-16 6.262298e-16 4.428352e-16 5.821042e-17 5.144765e-17 4.242234e-17
229 2.855960e-16 7.002599e-16 6.160076e-16 4.370764e-16 5.724851e-17 5.061847e-17 4.174502e-17
230 2.808571e-16 6.924138e-16 6.059998e-16 4.314263e-16 5.630695e-17 4.980653e-17 4.108169e-17
231 2.762174e-16 6.847138e-16 5.962010e-16 4.258825e-16 5.538521e-17 4.901137e-17 4.043198e-17
232 2.716746e-16 6.771564e-16 5.866058e-16 4.204424e-16 5.448277e-17 4.823259e-17 3.979556e-17
233 2.672263e-16 6.697382e-16 5.772092e-16 4.151033e-16 5.359917e-17 4.746976e-17 3.917210e-17
234 2.628699e-16 6.624556e-16 5.680060e-16 4.098627e-16 5.273391e-17 4.672249e-17 3.856127e-17
235 2.586031e-16 6.553054e-16 5.589918e-16 4.047185e-16 5.188655e-17 4.599039e-17 3.796276e-17
236 2.544240e-16 6.482845e-16 5.501614e-16 3.996682e-16 5.105663e-17 4.527310e-17 3.737627e-17
237 2.503302e-16 6.413896e-16 5.415107e-16 3.947095e-16 5.024372e-17 4.457025e-17 3.680150e-17
238 2.463194e-16 6.346179e-16 5.330350e-16 3.898403e-16 4.944739e-17 4.388147e-17 3.623815e-17
239 2.423899e-16 6.279665e-16 5.247300e-16 3.850584e-16 4.866726e-17 4.320643e-17 3.568597e-17
240 2.385396e-16 6.214322e-16 5.165917e-16 3.803618e-16 4.790290e-17 4.254479e-17 3.514468e-17
